starttransfer,total
0.137459,0.215188
0.126696,0.204154
0.153665,0.232155
0.128780,0.206476
0.134270,0.217009
0.133098,0.215536
0.132717,0.213588
0.131352,0.214629
0.132436,0.213356
0.136237,0.218037
0.157107,0.239562
0.131774,0.219272
0.132738,0.217515
0.135242,0.219877
0.134546,0.218246
0.132830,0.216159
0.132618,0.215704
0.133037,0.218259
0.155950,0.238031
0.131972,0.216401
0.133146,0.220269
0.132588,0.218300
0.132307,0.217609
0.139644,0.224226
0.139583,0.223874
0.135848,0.223362
0.165814,0.247920
0.133100,0.219464
0.132439,0.217684
0.138184,0.223361
0.143347,0.231013
0.132247,0.217538
0.132858,0.219652
0.134926,0.219764
0.185082,0.265253
0.134017,0.219663
0.132107,0.218551
0.132656,0.219216
0.132123,0.217107
0.133632,0.218513
0.133671,0.219433
0.133458,0.218184
0.155356,0.239254
0.131350,0.216817
0.132012,0.217094
0.133470,0.219324
0.131429,0.215741
0.132089,0.217117
0.132742,0.217691
0.133461,0.218280
0.157076,0.238719
0.130487,0.214899
0.130696,0.215806
0.131445,0.216507
0.132363,0.217256
0.132574,0.217813
0.132311,0.217030
0.132942,0.218498
0.156782,0.238933
0.131668,0.218320
0.131733,0.214244
0.131527,0.215536
0.132647,0.215596
0.142029,0.224696
0.133254,0.217880
0.133893,0.217469
0.171542,0.252090
0.138294,0.221513
0.131470,0.214752
0.143355,0.223588
0.138969,0.229298
0.165897,0.250926
0.132280,0.215459
0.135810,0.223264
0.156266,0.235444
0.144491,0.225067
0.158688,0.236636
0.131203,0.213915
0.132642,0.217730
0.132981,0.216295
0.134806,0.217329
0.147880,0.230484
0.174471,0.255750
0.153621,0.237386
0.131436,0.215059
0.132234,0.216474
0.133184,0.217213
0.133549,0.218925
0.132376,0.217536
0.134489,0.219599
0.170047,0.252211
0.132908,0.226724
0.132368,0.217859
0.132199,0.217205
0.133561,0.219230
0.148464,0.234530
0.133344,0.219544
0.133108,0.217708
0.156577,0.238328
0.132233,0.217767
0.135905,0.221385
0.132600,0.217394
0.132231,0.217030
0.132216,0.216779
0.133736,0.218823
0.133977,0.222259
0.164715,0.246636
0.131466,0.215895
