starttransfer,total
0.125093,0.202325
0.119372,0.195684
0.119249,0.196932
0.121881,0.199736
0.123969,0.202120
0.151303,0.229843
0.122831,0.200685
0.124553,0.205092
0.129604,0.210675
0.127850,0.208648
0.128297,0.209543
0.127778,0.210270
0.127692,0.209985
0.154253,0.237127
0.127012,0.209018
0.126896,0.209061
0.127919,0.210774
0.127992,0.211890
0.128543,0.213461
0.128694,0.211180
0.129177,0.214019
0.153163,0.237433
0.132240,0.218122
0.128694,0.215218
0.128791,0.213903
0.127870,0.213201
0.140129,0.225475
0.128795,0.213206
0.129250,0.214653
0.149236,0.234701
0.128800,0.214903
0.128543,0.212453
0.128046,0.212452
0.128019,0.215232
0.128401,0.213829
0.157642,0.239995
0.129583,0.216167
0.129264,0.234775
0.129469,0.215789
0.131894,0.216586
0.127704,0.213788
0.127917,0.214768
0.128022,0.213053
0.128970,0.216637
0.129977,0.215061
0.129765,0.239170
0.137171,0.221236
0.129105,0.213244
0.127581,0.212606
0.128377,0.213005
0.128838,0.213402
0.128400,0.213118
0.129776,0.215413
0.128954,0.237895
0.128022,0.214090
0.128581,0.213060
0.128945,0.213813
0.128674,0.213618
0.129303,0.215016
0.132462,0.216851
0.129352,0.213411
0.128711,0.236563
0.129835,0.214395
0.128824,0.213543
0.128892,0.213133
0.128695,0.212813
0.128861,0.213139
0.129659,0.215339
0.128392,0.217310
0.129960,0.236428
0.132992,0.214667
0.128416,0.210049
0.130661,0.214820
0.129637,0.213276
0.128869,0.212024
0.131031,0.217965
0.128797,0.213324
0.129668,0.254838
0.127153,0.213454
0.154927,0.232467
0.127356,0.209728
0.127756,0.208517
0.128101,0.211050
0.128668,0.211633
0.128496,0.210729
0.128911,0.234825
0.128575,0.211022
0.127371,0.209430
0.128221,0.211675
0.128601,0.212744
0.129107,0.213621
0.128922,0.213623
0.129485,0.214102
0.131177,0.239244
0.144011,0.224925
0.127643,0.208161
0.128334,0.210472
0.128963,0.211835
0.129076,0.213440
0.128485,0.211161
0.129880,0.212357
0.130062,0.213137
0.148916,0.230987
0.130439,0.215421
0.127938,0.211990
0.128551,0.213153
0.129212,0.214185
0.129562,0.214947
0.129144,0.215534
0.129518,0.213112
0.152768,0.234748
0.132703,0.216731
0.127998,0.212464
0.129243,0.214260
0.127954,0.212380
0.128147,0.212487
0.128556,0.212880
0.130776,0.216776
0.152306,0.234137
0.129077,0.212912
0.130917,0.214642
0.127968,0.212559
0.128617,0.213462
0.157473,0.242188
0.128429,0.212871
0.128541,0.212603
0.152449,0.233422
0.128800,0.213371
0.129136,0.213875
0.126795,0.210553
0.128240,0.212045
0.128441,0.212832
0.128799,0.213628
0.129366,0.213465
0.152452,0.234242
0.128549,0.212793
0.128513,0.212281
0.130418,0.214379
0.128132,0.212989
0.129581,0.214282
0.128198,0.212476
0.129259,0.213692
0.153200,0.235279
0.128679,0.212826
0.129170,0.214007
0.144857,0.228854
0.127798,0.212520
0.128216,0.213116
0.127705,0.210564
0.130259,0.214265
0.167789,0.247446
0.128918,0.211207
0.130989,0.214422
0.129253,0.212010
0.130898,0.209991
0.133848,0.222706
0.128827,0.210354
0.129820,0.212650
0.154015,0.235747
0.126887,0.209012
0.129862,0.219163
0.127612,0.209808
0.128195,0.210388
0.127531,0.210985
0.128726,0.211566
0.129393,0.214845
0.154085,0.236003
0.158592,0.237514
0.127168,0.211045
0.127508,0.211382
0.127974,0.215655
0.128482,0.213160
0.128596,0.213238
0.129213,0.214469
0.153553,0.236576
0.129808,0.214492
0.128398,0.214478
0.129519,0.215013
0.127884,0.212273
0.128420,0.212825
0.129042,0.214103
0.129046,0.214319
0.154049,0.237437
0.128747,0.216415
0.129994,0.214532
0.128806,0.213964
0.129509,0.215884
0.129075,0.214191
0.128039,0.213057
0.145586,0.229316
0.146319,0.252765
0.145021,0.229372
0.146024,0.228992
0.127254,0.213372
0.143611,0.227018
0.144075,0.227957
0.133543,0.217766
0.130034,0.215453
0.142202,0.259842
0.128871,0.213210
0.128712,0.213331
0.129198,0.214286
0.129689,0.215745
0.128340,0.212931
0.128872,0.213143
0.128901,0.213072
0.129543,0.236900
0.129126,0.213543
0.128420,0.213156
0.129868,0.214191
0.156224,0.236710
0.128351,0.212900
0.128483,0.212630
0.128474,0.214758
0.128891,0.236982
0.127871,0.211742
0.128314,0.212426
0.128894,0.213265
0.127266,0.211715
0.128346,0.212038
0.128224,0.212969
0.128933,0.212725
0.128978,0.237340
0.129125,0.214275
0.128419,0.212225
0.128787,0.212956
0.129166,0.213029
0.128318,0.212697
0.128248,0.212947
0.128910,0.213754
0.128452,0.236376
0.128423,0.212592
0.128778,0.212851
0.129105,0.213944
0.129646,0.213759
0.127776,0.211966
0.128195,0.212477
0.128662,0.213062
0.129140,0.240939
0.127439,0.210941
0.126788,0.211184
0.127228,0.211910
0.128570,0.212751
0.127977,0.212974
0.128248,0.213023
0.128059,0.211960
0.135154,0.241309
0.128407,0.211913
0.127387,0.209378
0.127653,0.210120
0.127520,0.209600
0.127986,0.213132
0.128646,0.209233
0.128533,0.208574
0.155786,0.254920
0.128130,0.209315
0.127863,0.206744
0.126622,0.206415
0.126593,0.207368
0.128967,0.209665
0.128006,0.208959
0.128176,0.210278
0.129197,0.212030
0.150582,0.231316
0.128533,0.210499
0.126154,0.205900
0.127470,0.207284
0.127207,0.208738
0.128183,0.208991
0.128351,0.211200
0.129082,0.212076
0.152993,0.233084
0.129005,0.211568
0.128887,0.211871
0.127802,0.209972
0.127894,0.210132
0.128492,0.212232
0.128691,0.213005
0.129254,0.212642
0.152148,0.234699
0.129731,0.212037
0.129473,0.214049
0.128431,0.210792
0.128428,0.210245
0.128428,0.210239
0.129793,0.211968
0.129660,0.212199
0.152728,0.232831
0.129212,0.211634
0.128904,0.211929
0.129906,0.213776
0.128620,0.212826
0.128772,0.213218
